========================================================================================================================
| FILENAME               | MODEL_TYPE      | PRETRAINED_MODEL       | BACKGROUND_TYPE        | Total                  |
| exp_E2                 | ideal           | resnet                 | gray                   | 752                    |
------------------------------------------------------------------------------------------------------------------------
saving data :	e:\Cloud\RashidPHD\Supplimentary_Files\AAAI_26\notebooks\E1_E2_E3_E7\results\resnet\resnet_ideal_gray\plots_IoU
code started:	2025-11-10 22:04:01.198394
------------------------------------------------------------------------------------------------------------------------
Image_no                  predicted_class        predicted_prob       class_id        background_class
ILSVRC2012_val_00032046   cellular_telephone     5.419437408447266    487             1.3538211584091187
ILSVRC2012_val_00032888   iPod                   6.153264045715332    605             1.090596318244934
ILSVRC2012_val_00034755   cellular_telephone     6.300872802734375    487             1.3538211584091187
ILSVRC2012_val_00035427   cellular_telephone     6.226603031158447    487             1.3538211584091187
ILSVRC2012_val_00039932   cellular_telephone     5.40836238861084     487             1.3538211584091187
ILSVRC2012_val_00041044   iPod                   6.952985763549805    605             1.090596318244934
ILSVRC2012_val_00047946   cellular_telephone     6.802612781524658    487             1.3538211584091187
ILSVRC2012_val_00049503   cellular_telephone     6.710689067840576    487             1.3538211584091187
ILSVRC2012_val_00003062   chest                  7.178479194641113    492             -0.4685826003551483
ILSVRC2012_val_00003447   chest                  5.168012619018555    492             -0.4685826003551483
ILSVRC2012_val_00009792   television             6.143579483032227    851             0.3146081566810608
ILSVRC2012_val_00012144   chest                  6.355831146240234    492             -0.4685826003551483
ILSVRC2012_val_00017258   chest                  7.14306640625        492             -0.4685826003551483
ILSVRC2012_val_00017308   chest                  7.033909320831299    492             -0.4685826003551483
ILSVRC2012_val_00020860   chest                  7.359252452850342    492             -0.4685826003551483
ILSVRC2012_val_00029640   chest                  8.142741203308105    492             -0.4685826003551483
ILSVRC2012_val_00032497   chest                  7.297333240509033    492             -0.4685826003551483
ILSVRC2012_val_00041074   chest                  8.322665214538574    492             -0.4685826003551483
ILSVRC2012_val_00042636   chest                  6.4677252769470215   492             -0.4685826003551483
ILSVRC2012_val_00043327   chest                  7.826056003570557    492             -0.4685826003551483
ILSVRC2012_val_00049658   chest                  7.571335792541504    492             -0.4685826003551483
ILSVRC2012_val_00002040   clog                   7.474018573760986    502             0.8006972074508667
ILSVRC2012_val_00009402   clog                   6.319543361663818    502             0.8006972074508667
ILSVRC2012_val_00019530   clog                   6.889908313751221    502             0.8006972074508667
ILSVRC2012_val_00023354   shoe_shop              7.587357997894287    788             -0.6922034025192261
ILSVRC2012_val_00023903   mousetrap              4.306674957275391    674             1.7324087619781494
ILSVRC2012_val_00027854   clog                   6.863752365112305    502             0.8006972074508667
ILSVRC2012_val_00029828   clog                   6.53292989730835     502             0.8006972074508667
ILSVRC2012_val_00030355   clog                   8.595043182373047    502             0.8006972074508667
ILSVRC2012_val_00037434   clog                   6.826388835906982    502             0.8006972074508667
ILSVRC2012_val_00044185   clog                   6.294537544250488    502             0.8006972074508667
ILSVRC2012_val_00045240   clog                   8.246252059936523    502             0.8006972074508667
ILSVRC2012_val_00048597   clog                   6.043962478637695    502             0.8006972074508667
ILSVRC2012_val_00000403   container_ship         7.201579570770264    510             0.9620080590248108
ILSVRC2012_val_00003200   liner                  6.032260417938232    628             0.3336423337459564
ILSVRC2012_val_00005740   container_ship         7.64307165145874     510             0.9620080590248108
ILSVRC2012_val_00010195   container_ship         6.52073860168457     510             0.9620080590248108
ILSVRC2012_val_00014019   container_ship         6.802618980407715    510             0.9620080590248108
ILSVRC2012_val_00019229   container_ship         6.49931001663208     510             0.9620080590248108
ILSVRC2012_val_00020075   container_ship         6.629047393798828    510             0.9620080590248108
ILSVRC2012_val_00022271   container_ship         6.897327423095703    510             0.9620080590248108
ILSVRC2012_val_00023417   container_ship         7.092045783996582    510             0.9620080590248108
ILSVRC2012_val_00027211   container_ship         6.780762672424316    510             0.9620080590248108
ILSVRC2012_val_00029800   container_ship         7.216630935668945    510             0.9620080590248108
ILSVRC2012_val_00035961   container_ship         6.585964202880859    510             0.9620080590248108
ILSVRC2012_val_00036884   container_ship         6.289756774902344    510             0.9620080590248108
ILSVRC2012_val_00039908   container_ship         7.05485725402832     510             0.9620080590248108
ILSVRC2012_val_00006034   digital_watch          6.390164852142334    531             0.5942005515098572
ILSVRC2012_val_00009243   whistle                4.77783203125        902             2.7083899974823
ILSVRC2012_val_00010958   hair_slide             6.867927074432373    584             2.762711763381958
ILSVRC2012_val_00011103   digital_watch          5.553350448608398    531             0.5942005515098572
ILSVRC2012_val_00011172   digital_watch          6.272362232208252    531             0.5942005515098572
ILSVRC2012_val_00011421   digital_watch          5.664281368255615    531             0.5942005515098572
ILSVRC2012_val_00012194   digital_watch          6.327518463134766    531             0.5942005515098572
ILSVRC2012_val_00016242   digital_watch          6.903332710266113    531             0.5942005515098572
ILSVRC2012_val_00017149   digital_watch          6.481094837188721    531             0.5942005515098572
ILSVRC2012_val_00017686   digital_watch          5.469995021820068    531             0.5942005515098572
ILSVRC2012_val_00034426   digital_watch          5.8701863288879395   531             0.5942005515098572
ILSVRC2012_val_00039517   digital_watch          6.431271076202393    531             0.5942005515098572
ILSVRC2012_val_00044536   stopwatch              5.747581958770752    826             1.86094331741333
ILSVRC2012_val_00046789   digital_watch          6.435796737670898    531             0.5942005515098572
ILSVRC2012_val_00049993   digital_watch          6.38210391998291     531             0.5942005515098572
ILSVRC2012_val_00002189   sliding_door           6.888364315032959    799             -0.3293876051902771
ILSVRC2012_val_00009758   dining_table           7.089375019073486    532             -0.7053108811378479
ILSVRC2012_val_00012505   prison                 5.535225868225098    743             -0.24100477993488312
ILSVRC2012_val_00015035   dining_table           6.967818737030029    532             -0.7053108811378479
ILSVRC2012_val_00018336   restaurant             6.553685188293457    762             -1.3083221912384033
ILSVRC2012_val_00019001   dining_table           7.336709976196289    532             -0.7053108811378479
ILSVRC2012_val_00021888   dining_table           7.181262493133545    532             -0.7053108811378479
ILSVRC2012_val_00026442   dining_table           7.248057842254639    532             -0.7053108811378479
ILSVRC2012_val_00026491   dining_table           6.840731620788574    532             -0.7053108811378479
ILSVRC2012_val_00035775   dining_table           6.480559349060059    532             -0.7053108811378479
ILSVRC2012_val_00040827   dining_table           5.986435413360596    532             -0.7053108811378479
ILSVRC2012_val_00041816   dining_table           7.341897487640381    532             -0.7053108811378479
ILSVRC2012_val_00043733   patio                  5.211162090301514    706             -1.0857303142547607
ILSVRC2012_val_00046343   dining_table           7.230442047119141    532             -0.7053108811378479
ILSVRC2012_val_00048871   washbasin              6.018017768859863    896             0.2621646821498871
ILSVRC2012_val_00007755   golf_ball              6.383074760437012    574             2.02011775970459
ILSVRC2012_val_00011431   golf_ball              6.800924301147461    574             2.02011775970459
ILSVRC2012_val_00011581   golf_ball              6.9815239906311035   574             2.02011775970459
ILSVRC2012_val_00012634   golf_ball              6.6172990798950195   574             2.02011775970459
ILSVRC2012_val_00019268   golf_ball              7.124294757843018    574             2.02011775970459
ILSVRC2012_val_00023215   golf_ball              6.66788911819458     574             2.02011775970459
ILSVRC2012_val_00023845   ping-pong_ball         5.2496514320373535   722             0.9870896935462952
ILSVRC2012_val_00025591   golf_ball              6.242324352264404    574             2.02011775970459
ILSVRC2012_val_00035519   golf_ball              7.010449409484863    574             2.02011775970459
ILSVRC2012_val_00036171   golf_ball              6.71296501159668     574             2.02011775970459
ILSVRC2012_val_00036187   golf_ball              6.851617813110352    574             2.02011775970459
ILSVRC2012_val_00036755   golf_ball              6.8883891105651855   574             2.02011775970459
ILSVRC2012_val_00037369   golf_ball              7.209969997406006    574             2.02011775970459
ILSVRC2012_val_00038447   golf_ball              6.500662803649902    574             2.02011775970459
ILSVRC2012_val_00046468   golf_ball              6.962183475494385    574             2.02011775970459
ILSVRC2012_val_00002690   grand_piano            6.806548118591309    579             -0.23287498950958252
ILSVRC2012_val_00007427   cornet                 5.764820098876953    513             0.39612525701522827
ILSVRC2012_val_00016899   grand_piano            7.3841447830200195   579             -0.23287498950958252
ILSVRC2012_val_00018721   grand_piano            7.213850021362305    579             -0.23287498950958252
ILSVRC2012_val_00019981   grand_piano            6.204419136047363    579             -0.23287498950958252
ILSVRC2012_val_00022718   grand_piano            6.210895538330078    579             -0.23287498950958252
ILSVRC2012_val_00025572   grand_piano            6.451014995574951    579             -0.23287498950958252
ILSVRC2012_val_00028864   grand_piano            6.724039554595947    579             -0.23287498950958252
ILSVRC2012_val_00032753   grand_piano            7.221717834472656    579             -0.23287498950958252
ILSVRC2012_val_00035907   coil                   4.158387660980225    506             0.017396382987499237
ILSVRC2012_val_00041692   grand_piano            6.326843738555908    579             -0.23287498950958252
ILSVRC2012_val_00047672   grand_piano            6.888177871704102    579             -0.23287498950958252
ILSVRC2012_val_00004286   iron                   8.194971084594727    606             1.0550366640090942
ILSVRC2012_val_00007158   iron                   4.6219682693481445   606             1.0550366640090942
ILSVRC2012_val_00008489   iron                   6.009140968322754    606             1.0550366640090942
ILSVRC2012_val_00008710   iron                   6.4667158126831055   606             1.0550366640090942
ILSVRC2012_val_00009455   iron                   6.459991455078125    606             1.0550366640090942
ILSVRC2012_val_00009661   hatchet                6.695618152618408    596             2.1586873531341553
ILSVRC2012_val_00017587   iron                   6.110435962677002    606             1.0550366640090942
ILSVRC2012_val_00018010   iron                   6.28663444519043     606             1.0550366640090942
ILSVRC2012_val_00025030   iron                   5.8354620933532715   606             1.0550366640090942
ILSVRC2012_val_00029840   iron                   7.155233860015869    606             1.0550366640090942
ILSVRC2012_val_00037566   iron                   7.200572967529297    606             1.0550366640090942
ILSVRC2012_val_00041463   iron                   7.272457599639893    606             1.0550366640090942
ILSVRC2012_val_00044167   iron                   5.848979473114014    606             1.0550366640090942
ILSVRC2012_val_00044371   bookcase               5.442224502563477    453             -0.8145129680633545
ILSVRC2012_val_00047027   iron                   7.562048435211182    606             1.0550366640090942
ILSVRC2012_val_00004537   lab_coat               7.128892421722412    617             -0.3511083424091339
ILSVRC2012_val_00007703   barracouta             5.264079570770264    389             -0.18239246308803558
ILSVRC2012_val_00016305   lab_coat               7.97352933883667     617             -0.3511083424091339
ILSVRC2012_val_00016356   shoji                  6.511894702911377    789             0.44673019647598267
ILSVRC2012_val_00022317   lab_coat               6.826555252075195    617             -0.3511083424091339
ILSVRC2012_val_00024199   lab_coat               6.794419765472412    617             -0.3511083424091339
ILSVRC2012_val_00029815   lab_coat               6.563776969909668    617             -0.3511083424091339
ILSVRC2012_val_00030376   lab_coat               8.26705551147461     617             -0.3511083424091339
ILSVRC2012_val_00034841   lab_coat               9.386846542358398    617             -0.3511083424091339
ILSVRC2012_val_00041526   lab_coat               6.997140884399414    617             -0.3511083424091339
ILSVRC2012_val_00048565   lab_coat               6.989351272583008    617             -0.3511083424091339
ILSVRC2012_val_00008385   measuring_cup          5.9544758796691895   647             0.7919297218322754
ILSVRC2012_val_00009249   mixing_bowl            8.282381057739258    659             0.05738281086087227
ILSVRC2012_val_00013468   mixing_bowl            7.206498146057129    659             0.05738281086087227
ILSVRC2012_val_00016381   mixing_bowl            6.30411434173584     659             0.05738281086087227
ILSVRC2012_val_00017644   mixing_bowl            6.9007463455200195   659             0.05738281086087227
ILSVRC2012_val_00020168   buckle                 4.979602813720703    464             1.2402242422103882
ILSVRC2012_val_00022647   mixing_bowl            7.143518924713135    659             0.05738281086087227
ILSVRC2012_val_00028446   mixing_bowl            6.125516414642334    659             0.05738281086087227
ILSVRC2012_val_00028647   mixing_bowl            6.902288913726807    659             0.05738281086087227
ILSVRC2012_val_00030172   mixing_bowl            7.226259231567383    659             0.05738281086087227
ILSVRC2012_val_00035190   mixing_bowl            7.575406551361084    659             0.05738281086087227
ILSVRC2012_val_00036518   mixing_bowl            7.784444332122803    659             0.05738281086087227
ILSVRC2012_val_00038806   ladle                  5.140102863311768    618             1.3305232524871826
ILSVRC2012_val_00039920   mixing_bowl            7.158483505249023    659             0.05738281086087227
ILSVRC2012_val_00041822   soup_bowl              6.711917400360107    809             -0.40912821888923645
ILSVRC2012_val_00043996   pretzel                5.424060821533203    932             -0.5139834880828857
ILSVRC2012_val_00046834   mixing_bowl            6.7210612297058105   659             0.05738281086087227
ILSVRC2012_val_00004465   motor_scooter          6.348831653594971    670             -0.87480628490448
ILSVRC2012_val_00004619   moped                  6.235208511352539    665             -0.9168519377708435
ILSVRC2012_val_00005644   motor_scooter          5.993947505950928    670             -0.87480628490448
ILSVRC2012_val_00008959   motor_scooter          7.0158371925354      670             -0.87480628490448
ILSVRC2012_val_00010227   motor_scooter          7.164693355560303    670             -0.87480628490448
ILSVRC2012_val_00011514   motor_scooter          6.295581340789795    670             -0.87480628490448
ILSVRC2012_val_00015934   crash_helmet           6.568533420562744    518             0.08188170194625854
ILSVRC2012_val_00020789   restaurant             5.374610900878906    762             -1.3083221912384033
ILSVRC2012_val_00022401   motor_scooter          6.451644420623779    670             -0.87480628490448
ILSVRC2012_val_00022929   motor_scooter          6.472968578338623    670             -0.87480628490448
ILSVRC2012_val_00030997   motor_scooter          6.73573112487793     670             -0.87480628490448
ILSVRC2012_val_00033956   moped                  6.3629536628723145   665             -0.9168519377708435
ILSVRC2012_val_00036806   motor_scooter          6.789770126342773    670             -0.87480628490448
ILSVRC2012_val_00037060   motor_scooter          5.497753143310547    670             -0.87480628490448
ILSVRC2012_val_00038689   motor_scooter          7.144739627838135    670             -0.87480628490448
ILSVRC2012_val_00042747   motor_scooter          6.0350847244262695   670             -0.87480628490448
ILSVRC2012_val_00043594   crash_helmet           6.967271327972412    518             0.08188170194625854
ILSVRC2012_val_00002908   padlock                6.871784687042236    695             0.0015223845839500427
ILSVRC2012_val_00009432   chainlink_fence        6.157597541809082    489             -0.8871567845344543
ILSVRC2012_val_00014197   padlock                7.936000347137451    695             0.0015223845839500427
ILSVRC2012_val_00014725   padlock                6.201780796051025    695             0.0015223845839500427
ILSVRC2012_val_00023222   whiskey_jug            5.181790828704834    901             0.30436092615127563
ILSVRC2012_val_00030933   padlock                6.709475040435791    695             0.0015223845839500427
ILSVRC2012_val_00035057   padlock                6.145602703094482    695             0.0015223845839500427
ILSVRC2012_val_00036038   padlock                7.093715190887451    695             0.0015223845839500427
ILSVRC2012_val_00040374   padlock                7.179214954376221    695             0.0015223845839500427
ILSVRC2012_val_00042807   padlock                6.58679723739624     695             0.0015223845839500427
ILSVRC2012_val_00044257   padlock                6.937246799468994    695             0.0015223845839500427
ILSVRC2012_val_00045793   pencil_sharpener       5.903735637664795    710             1.284218192100525
ILSVRC2012_val_00047645   padlock                6.608788967132568    695             0.0015223845839500427
ILSVRC2012_val_00003224   barrow                 5.956010818481445    428             -0.47171899676322937
ILSVRC2012_val_00005510   acoustic_guitar        5.995743274688721    402             0.9884686470031738
ILSVRC2012_val_00006111   park_bench             6.6571455001831055   703             -0.5756434202194214
ILSVRC2012_val_00006307   park_bench             7.619167327880859    703             -0.5756434202194214
ILSVRC2012_val_00008733   park_bench             6.149616241455078    703             -0.5756434202194214
ILSVRC2012_val_00011880   sundial                5.029540538787842    835             -0.13833941519260406
ILSVRC2012_val_00012464   park_bench             5.73173189163208     703             -0.5756434202194214
ILSVRC2012_val_00013228   fox_squirrel           5.648855209350586    335             -0.7410327196121216
ILSVRC2012_val_00020982   park_bench             7.661653518676758    703             -0.5756434202194214
ILSVRC2012_val_00022291   lakeside               7.485929489135742    975             -0.024357814341783524
ILSVRC2012_val_00026124   park_bench             6.996036529541016    703             -0.5756434202194214
ILSVRC2012_val_00029882   park_bench             8.019915580749512    703             -0.5756434202194214
ILSVRC2012_val_00032798   park_bench             7.183274269104004    703             -0.5756434202194214
ILSVRC2012_val_00033475   park_bench             7.783169269561768    703             -0.5756434202194214
ILSVRC2012_val_00034159   park_bench             7.090897560119629    703             -0.5756434202194214
ILSVRC2012_val_00040534   bannister              5.999963760375977    421             0.43856096267700195
ILSVRC2012_val_00049769   park_bench             7.256360054016113    703             -0.5756434202194214
ILSVRC2012_val_00010949   purse                  6.2788405418396      748             0.2663883566856384
ILSVRC2012_val_00011671   purse                  7.836668968200684    748             0.2663883566856384
ILSVRC2012_val_00011817   purse                  6.68883752822876     748             0.2663883566856384
ILSVRC2012_val_00013451   purse                  8.637641906738281    748             0.2663883566856384
ILSVRC2012_val_00013522   purse                  4.76271390914917     748             0.2663883566856384
ILSVRC2012_val_00021143   bonnet                 5.857171058654785    452             -0.5573079586029053
ILSVRC2012_val_00026615   purse                  5.964762210845947    748             0.2663883566856384
ILSVRC2012_val_00034730   purse                  7.361347675323486    748             0.2663883566856384
ILSVRC2012_val_00036228   envelope               6.3589277267456055   549             2.6385409832000732
ILSVRC2012_val_00038145   wallet                 7.192977428436279    893             0.6686732769012451
ILSVRC2012_val_00039205   purse                  6.267236709594727    748             0.2663883566856384
ILSVRC2012_val_00039356   purse                  6.71101713180542     748             0.2663883566856384
ILSVRC2012_val_00043035   wallet                 6.438058376312256    893             0.6686732769012451
ILSVRC2012_val_00046245   wallet                 8.603933334350586    893             0.6686732769012451
ILSVRC2012_val_00049758   purse                  5.258721828460693    748             0.2663883566856384
ILSVRC2012_val_00001293   streetcar              7.483414649963379    829             -1.2515232563018799
ILSVRC2012_val_00005737   streetcar              6.3330912590026855   829             -1.2515232563018799
ILSVRC2012_val_00015862   streetcar              6.699055194854736    829             -1.2515232563018799
ILSVRC2012_val_00016477   streetcar              6.575259685516357    829             -1.2515232563018799
ILSVRC2012_val_00019234   streetcar              6.979215621948242    829             -1.2515232563018799
ILSVRC2012_val_00022600   streetcar              7.804994106292725    829             -1.2515232563018799
ILSVRC2012_val_00024430   streetcar              6.7475056648254395   829             -1.2515232563018799
ILSVRC2012_val_00024820   streetcar              7.186594486236572    829             -1.2515232563018799
ILSVRC2012_val_00028630   streetcar              6.049349308013916    829             -1.2515232563018799
ILSVRC2012_val_00040648   streetcar              6.255984783172607    829             -1.2515232563018799
ILSVRC2012_val_00043000   streetcar              6.722192287445068    829             -1.2515232563018799
ILSVRC2012_val_00044131   streetcar              7.543528079986572    829             -1.2515232563018799
ILSVRC2012_val_00046104   streetcar              6.758883953094482    829             -1.2515232563018799
ILSVRC2012_val_00048230   streetcar              7.09541130065918     829             -1.2515232563018799
ILSVRC2012_val_00003252   table_lamp             6.954171180725098    846             2.561018466949463
ILSVRC2012_val_00006229   table_lamp             7.168691158294678    846             2.561018466949463
ILSVRC2012_val_00007756   table_lamp             6.784111976623535    846             2.561018466949463
ILSVRC2012_val_00009727   lampshade              7.255269527435303    619             1.0004080533981323
ILSVRC2012_val_00019316   table_lamp             7.780603885650635    846             2.561018466949463
ILSVRC2012_val_00020607   lampshade              6.577787399291992    619             1.0004080533981323
ILSVRC2012_val_00026810   studio_couch           7.5971503257751465   831             0.8402248024940491
ILSVRC2012_val_00027143   volcano                5.411877632141113    980             0.9171982407569885
ILSVRC2012_val_00027525   lampshade              7.757438659667969    619             1.0004080533981323
ILSVRC2012_val_00030598   table_lamp             5.733695983886719    846             2.561018466949463
ILSVRC2012_val_00031497   table_lamp             6.0273051261901855   846             2.561018466949463
ILSVRC2012_val_00034241   table_lamp             7.401984691619873    846             2.561018466949463
ILSVRC2012_val_00035646   table_lamp             6.151978492736816    846             2.561018466949463
ILSVRC2012_val_00039650   table_lamp             8.0454740524292      846             2.561018466949463
ILSVRC2012_val_00046461   quilt                  6.069130897521973    750             -1.085583209991455
ILSVRC2012_val_00001424   sleeping_bag           5.9885029792785645   797             0.3058376610279083
ILSVRC2012_val_00010142   home_theater           6.643612384796143    598             -0.29423680901527405
ILSVRC2012_val_00010926   fire_screen            6.049276828765869    556             1.0134544372558594
ILSVRC2012_val_00016402   entertainment_center   5.119888782501221    548             -0.9002111554145813
ILSVRC2012_val_00016605   television             8.527534484863281    851             0.3146081566810608
ILSVRC2012_val_00019067   medicine_chest         5.824468612670898    648             0.28993311524391174
ILSVRC2012_val_00020529   television             7.1684088706970215   851             0.3146081566810608
ILSVRC2012_val_00021809   home_theater           6.351119041442871    598             -0.29423680901527405
ILSVRC2012_val_00022995   wardrobe               6.2554755210876465   894             -0.5982651114463806
ILSVRC2012_val_00030674   entertainment_center   5.963135719299316    548             -0.9002111554145813
ILSVRC2012_val_00036477   television             6.53425407409668     851             0.3146081566810608
ILSVRC2012_val_00037523   screen                 5.183259010314941    782             -0.0766809955239296
ILSVRC2012_val_00038592   television             7.003455638885498    851             0.3146081566810608
ILSVRC2012_val_00039099   television             6.80453634262085     851             0.3146081566810608
ILSVRC2012_val_00039436   television             6.638452053070068    851             0.3146081566810608
ILSVRC2012_val_00042957   home_theater           7.44511079788208     598             -0.29423680901527405
ILSVRC2012_val_00048910   monitor                5.573356628417969    664             0.32731354236602783
ILSVRC2012_val_00000449   toilet_seat            6.448309421539307    861             1.4691516160964966
ILSVRC2012_val_00001621   rocking_chair          4.519863605499268    765             0.4777291715145111
ILSVRC2012_val_00002574   toilet_seat            7.125785827636719    861             1.4691516160964966
ILSVRC2012_val_00015058   plunger                7.546257019042969    731             2.3054020404815674
ILSVRC2012_val_00018712   toilet_seat            6.391618251800537    861             1.4691516160964966
ILSVRC2012_val_00027065   toilet_seat            6.63578462600708     861             1.4691516160964966
ILSVRC2012_val_00028306   toilet_seat            4.914692401885986    861             1.4691516160964966
ILSVRC2012_val_00033787   sandal                 4.236613750457764    774             0.9541112184524536
ILSVRC2012_val_00037291   toilet_seat            7.361241340637207    861             1.4691516160964966
ILSVRC2012_val_00038235   toilet_seat            9.043696403503418    861             1.4691516160964966
ILSVRC2012_val_00038921   toilet_seat            5.9911112785339355   861             1.4691516160964966
ILSVRC2012_val_00040960   toilet_seat            8.391194343566895    861             1.4691516160964966
ILSVRC2012_val_00041760   washbasin              6.648369312286377    896             0.2621646821498871
ILSVRC2012_val_00044517   toilet_seat            6.644678115844727    861             1.4691516160964966
ILSVRC2012_val_00002976   palace                 4.448737621307373    698             -0.21331274509429932
ILSVRC2012_val_00014596   umbrella               6.129581928253174    879             0.3979482650756836
ILSVRC2012_val_00014615   mobile_home            5.328353404998779    660             -0.2822239398956299
ILSVRC2012_val_00015275   umbrella               7.841257095336914    879             0.3979482650756836
ILSVRC2012_val_00015740   seashore               6.69594144821167     978             0.9071353077888489
ILSVRC2012_val_00017127   umbrella               7.318460941314697    879             0.3979482650756836
ILSVRC2012_val_00019266   umbrella               6.157567501068115    879             0.3979482650756836
ILSVRC2012_val_00019809   umbrella               6.446910381317139    879             0.3979482650756836
ILSVRC2012_val_00021900   umbrella               9.523104667663574    879             0.3979482650756836
ILSVRC2012_val_00025041   balloon                5.32172966003418     417             1.4511563777923584
ILSVRC2012_val_00028133   umbrella               7.348574161529541    879             0.3979482650756836
ILSVRC2012_val_00030149   umbrella               7.370368003845215    879             0.3979482650756836
ILSVRC2012_val_00030930   paintbrush             6.294429779052734    696             2.031015634536743
ILSVRC2012_val_00032101   umbrella               8.190018653869629    879             0.3979482650756836
ILSVRC2012_val_00038295   barrel                 6.0719146728515625   427             -0.278601735830307
ILSVRC2012_val_00038778   umbrella               8.229965209960938    879             0.3979482650756836
ILSVRC2012_val_00041545   umbrella               6.744375705718994    879             0.3979482650756836
ILSVRC2012_val_00043185   umbrella               7.500184535980225    879             0.3979482650756836
ILSVRC2012_val_00049343   umbrella               5.128222942352295    879             0.3979482650756836
ILSVRC2012_val_00000973   vase                   6.919863700866699    883             0.4731694161891937
ILSVRC2012_val_00002873   pitcher                4.876047611236572    725             0.2779959738254547
ILSVRC2012_val_00003657   vase                   6.381633281707764    883             0.4731694161891937
ILSVRC2012_val_00013199   pitcher                6.028164386749268    725             0.2779959738254547
ILSVRC2012_val_00018977   vase                   6.317710876464844    883             0.4731694161891937
ILSVRC2012_val_00029711   vase                   5.282111167907715    883             0.4731694161891937
ILSVRC2012_val_00031441   vase                   6.578050136566162    883             0.4731694161891937
ILSVRC2012_val_00032364   vase                   8.071619033813477    883             0.4731694161891937
ILSVRC2012_val_00035219   lampshade              4.660699844360352    619             1.0004080533981323
ILSVRC2012_val_00037335   pitcher                5.743241786956787    725             0.2779959738254547
ILSVRC2012_val_00040024   pitcher                5.3799872398376465   725             0.2779959738254547
ILSVRC2012_val_00042947   pitcher                4.830897808074951    725             0.2779959738254547
ILSVRC2012_val_00003750   nipple                 6.040192127227783    680             1.659617304801941
ILSVRC2012_val_00004743   hair_spray             5.277790546417236    585             0.8353248834609985
ILSVRC2012_val_00007017   water_bottle           7.628929138183594    898             1.1539636850357056
ILSVRC2012_val_00008077   mountain_bike          7.324458122253418    671             -0.46343913674354553
ILSVRC2012_val_00009155   water_bottle           3.808094024658203    898             1.1539636850357056
ILSVRC2012_val_00010305   water_jug              7.553092956542969    899             1.121422290802002
ILSVRC2012_val_00014479   ashcan                 3.9384193420410156   412             -0.2436826378107071
ILSVRC2012_val_00015556   water_bottle           7.131306171417236    898             1.1539636850357056
ILSVRC2012_val_00019584   water_bottle           6.715839862823486    898             1.1539636850357056
ILSVRC2012_val_00019944   water_bottle           8.252362251281738    898             1.1539636850357056
ILSVRC2012_val_00025148   water_bottle           7.372404098510742    898             1.1539636850357056
ILSVRC2012_val_00027424   water_bottle           6.3134918212890625   898             1.1539636850357056
ILSVRC2012_val_00030227   water_bottle           8.862420082092285    898             1.1539636850357056
ILSVRC2012_val_00032302   notebook               6.471621990203857    681             1.4548238515853882
ILSVRC2012_val_00032559   water_bottle           8.256383895874023    898             1.1539636850357056
ILSVRC2012_val_00045644   water_bottle           4.393385887145996    898             1.1539636850357056
ILSVRC2012_val_00046459   jinrikisha             6.892154216766357    612             -1.2452433109283447
ILSVRC2012_val_00003749   water_tower            7.1495041847229      900             1.063424825668335
ILSVRC2012_val_00004393   water_tower            6.825009346008301    900             1.063424825668335
ILSVRC2012_val_00005342   water_tower            7.00591516494751     900             1.063424825668335
ILSVRC2012_val_00005787   space_shuttle          6.198914051055908    812             1.737368106842041
ILSVRC2012_val_00005814   water_tower            6.323103427886963    900             1.063424825668335
ILSVRC2012_val_00007553   water_tower            6.889784336090088    900             1.063424825668335
ILSVRC2012_val_00008486   water_tower            6.263065814971924    900             1.063424825668335
ILSVRC2012_val_00015348   water_tower            6.738962650299072    900             1.063424825668335
ILSVRC2012_val_00015385   water_tower            6.593918800354004    900             1.063424825668335
ILSVRC2012_val_00025099   water_tower            6.432336807250977    900             1.063424825668335
ILSVRC2012_val_00029938   water_tower            7.12251091003418     900             1.063424825668335
ILSVRC2012_val_00037082   water_tower            6.533854961395264    900             1.063424825668335
ILSVRC2012_val_00040360   water_tower            7.072371482849121    900             1.063424825668335
ILSVRC2012_val_00046961   water_tower            6.764177322387695    900             1.063424825668335
ILSVRC2012_val_00046977   water_tower            6.827269554138184    900             1.063424825668335
ILSVRC2012_val_00003088   catamaran              5.846381187438965    484             0.8909788727760315
ILSVRC2012_val_00004621   yawl                   7.248734951019287    914             0.997837245464325
ILSVRC2012_val_00006693   yawl                   7.216115951538086    914             0.997837245464325
ILSVRC2012_val_00012489   yawl                   6.5605902671813965   914             0.997837245464325
ILSVRC2012_val_00014691   catamaran              6.648221015930176    484             0.8909788727760315
ILSVRC2012_val_00015089   yawl                   6.643803596496582    914             0.997837245464325
ILSVRC2012_val_00015783   yawl                   6.386110305786133    914             0.997837245464325
ILSVRC2012_val_00016037   yawl                   6.896848678588867    914             0.997837245464325
ILSVRC2012_val_00023020   pirate                 6.274141788482666    724             0.8937703967094421
ILSVRC2012_val_00025780   yawl                   6.940299034118652    914             0.997837245464325
ILSVRC2012_val_00028027   yawl                   5.7784247398376465   914             0.997837245464325
ILSVRC2012_val_00028816   seashore               7.140865802764893    978             0.9071353077888489
ILSVRC2012_val_00033482   schooner               5.697567462921143    780             1.095274806022644
ILSVRC2012_val_00035734   yawl                   7.465360641479492    914             0.997837245464325
ILSVRC2012_val_00043109   catamaran              6.332879543304443    484             0.8909788727760315
